Name,Substation,Description,สถานที่ติดตั้ง,สถานที่,การไฟฟ้า,ประเภทอุปกรณ์,ใช้งาน/ไม่ใช้งาน
S1-REC-0535,S1 FRTU,BSR01R-01,ระบบจำหน่าย,บ้านหินปิด ตรงข้าม บริษัท พีพีพี กรีนฯ,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0536,S1 FRTU,BSR01R-03,ระบบจำหน่าย,บ้านบางเจริญ,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0537,S1 FRTU,CPA04R-04,ระบบจำหน่าย,บ้านทุ่งเขาสะบ้า,กฟส.สวี,FRTU-Recloser,ใช้งาน
S1-REC-0538,S1 FRTU,TSE02R-08,ระบบจำหน่าย,แยกบางแหวน-น้ำพุ,กฟส.ดอนยาง,FRTU-Recloser,ใช้งาน
S1-REC-0539,S1 FRTU,TSE05R-05,ระบบจำหน่าย,บ้านไทรลอด,กฟส.ท่าแซะ,FRTU-Recloser,ใช้งาน
S1-REC-0540,S1 FRTU,CPA07R-01,ระบบจำหน่าย,บ้านดอนเมือง,กฟส.เมืองชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0541,S1 FRTU,CPB08R-02,ระบบจำหน่าย,ซอยสี่มิตร,กฟส.ปากน้ำชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0542,S1 FRTU,LSA01R-04,ระบบจำหน่าย,บ้านทุ่งตะไคร้,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0543,S1 FRTU,LSA01R-02,ระบบจำหน่าย,โรงเรียนราชประชานุเคราะห์,กฟส.ทุ่งตะโก,FRTU-Recloser,ใช้งาน
S1-REC-0544,S1 FRTU,LSA01R-07,ระบบจำหน่าย,บ้านดอนวาส,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0545,S1 FRTU,LSA10R-02,ระบบจำหน่าย,ไลน์บ้านนาพญา,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0546,S1 FRTU,LSA09R-06,ระบบจำหน่าย,บ้านเขาหลาง,กฟส.ละแม,FRTU-Recloser,ใช้งาน
S1-REC-0547,S1 FRTU,LSA04R-04,ระบบจำหน่าย,บ้านบ่อโว้,กฟส.ละแม,FRTU-Recloser,ใช้งาน
S1-REC-0548,S1 FRTU,DNA04R-02,ระบบจำหน่าย,ป้อมตำรวจตาหลวง,กฟส.ดำเนินสะดวก,FRTU-Recloser,ใช้งาน
S1-REC-0549,S1 FRTU,TSE06R-01,ระบบจำหน่าย,บ้านไชยราช,กฟส.ดอนยาง,FRTU-Recloser,ใช้งาน
S1-REC-0550,S1 FRTU,TSE02R-02,ระบบจำหน่าย,บ้านปากด่าน,กฟส.ท่าแซะ,FRTU-Recloser,ใช้งาน
S1-REC-0551,S1 FRTU,CPA04R-02,ระบบจำหน่าย,บ้านเขาล้าน,กฟส.สวี,FRTU-Recloser,ใช้งาน
S1-REC-0552,S1 FRTU,CPB07R-01,ระบบจำหน่าย,บ้านคูขุด,กฟส.เมืองชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0553,S1 FRTU,CPB09R-01,ระบบจำหน่าย,บ้านหัวถนน,กฟส.เมืองชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0554,S1 FRTU,CPA06R-04,ระบบจำหน่าย,หูรอ,กฟส.เมืองชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0555,S1 FRTU,PDA04R-04,ระบบจำหน่าย,บ้านเนินดินแดง,กฟส.เมืองประจวบคีรีขันธ์,FRTU-Recloser,ใช้งาน
S1-REC-0556,S1 FRTU,PBB01R-04,ระบบจำหน่าย,วัดพระรูป,กฟส.เมืองเพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0557,S1 FRTU,BSP04R-02,ระบบจำหน่าย,บ้านวังน้ำเขียว,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0558,S1 FRTU,BSR01R-02,ระบบจำหน่าย,บ้านไร่บน,กฟส.บางสะพานน้อย,FRTU-Recloser,ใช้งาน
S1-REC-0559,S1 FRTU,PNA09R-03,ระบบจำหน่าย,บ.หนองขาม,กฟส.สามร้อยยอด,FRTU-Recloser,ใช้งาน
S1-REC-0560,S1 FRTU,KUA09R-02,ระบบจำหน่าย,วัดสามร้อยยอด,กฟส.สามร้อยยอด,FRTU-Recloser,ใช้งาน
S1-REC-0561,S1 FRTU,PTR01R-01,ระบบจำหน่าย,บ้านบ่อมะกรูด,กฟส.โพธาราม,FRTU-Recloser,ใช้งาน
S1-REC-3300,S1 FRTU,TMV01R-01 (Nulec ADVC),ระบบจำหน่าย,AVR เขาคันหอก,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3301,S1 FRTU,BPC02R-01 (Cooper 4C),ระบบจำหน่าย,หนองกบ,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3302,S1 FRTU,BPB11R-02,ระบบจำหน่าย,RECLOSER อ้ออีเขียว (R015),กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3303,S1 FRTU,BPB11R-01 (Cooper 4C),ระบบจำหน่าย,ห้วยหนองกร่าง,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3304,S1 FRTU,NOM01R-02  (Shin Sung Type R6),ระบบจำหน่าย,หุบกระทิง,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3305,S1 FRTU,BPB10R-01 (Cooper F6),ระบบจำหน่าย,บ้านโคกหม้อ,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3306,S1 FRTU,NOM03R-01 (Cooper 4C),ระบบจำหน่าย,ไผ่สามเกาะ,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3307,S1 FRTU,BPB09R-01 (Cooper 4C),ระบบจำหน่าย,สถานีรถไฟบ้านโป่ง,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3308,S1 FRTU,NOM04R-02 (Nulec ADVC),ระบบจำหน่าย,แยกเข้าวัดปลักแรต,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3309,S1 FRTU,BPB11R-03,ระบบจำหน่าย,หน้าโรงเรียนบ้านหนองเสือ,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-REC-3310,S1 FRTU,BPB07R-01 (Cooper F6),ระบบจำหน่าย,บ้านบางพัง,กฟส.บ้านโป่ง,FRTU-Recloser,ใช้งาน
S1-VSP-0001,S1 FRTU,CPA02S-09,โรงไฟฟ้า,บจก. เจริญน้ำมันปาล์ม,กฟส.ชุมพร,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0002,S1 FRTU,CPA08S-32,โรงไฟฟ้า,บจก. นครราชสีมา เพาเวอร์กรีน,กฟส.ชุมพร,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0003,S1 FRTU,BPB11S-03,โรงไฟฟ้า,บริษัท เอสซีจี เปเปอร์ เอ็นเนอร์ยี่ จํากัด,กฟส.บ้านโป่ง,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0004,S1 FRTU,CBN02S-20,โรงไฟฟ้า,บจก. ไทยโก้ เอนเนอร์จี (2TCE01),กฟส.จอมบึง,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0005,S1 FRTU,RBB04S-25,โรงไฟฟ้า,บจก. ไทยโก้ เอนเนอร์จี (2TCE02),กฟส.ราชบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0006,S1 FRTU,BSP10S-03,โรงไฟฟ้า,บจก. ไทยโก้ เอนเนอร์จี (2TCE03),กฟส.บางสะพาน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0007,S1 FRTU,BSP05S-04,โรงไฟฟ้า,บจก. โซลาร์ตรอน เอ็นเนอร์ยี 5 (2SEF01),กฟส.บางสะพาน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0008,S1 FRTU,BSR01S-03/02,โรงไฟฟ้า,บจก. โซลาร์ตรอน เอ็นเนอร์ยี 5 (2SEF02),กฟส.บางสะพาน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0009,S1 FRTU,TSE06S-15,โรงไฟฟ้า,บจก. ซีพีพี,กฟส.ท่าแซะ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0012,S1 FRTU,BPB09S-17,โรงไฟฟ้า,บจก. น้ำตาลราชบุรี (โครงการ 2),กฟส.บ้านโป่ง,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0013,S1 FRTU,CPA10S-06,โรงไฟฟ้า,บจก. วีจี เอ็นเนอร์ยี,กฟส.ชุมพร,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0014,S1 FRTU,TSE09S-15,โรงไฟฟ้า,VG ท่าแซะ,กฟส.ท่าแซะ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0015,S1 FRTU,KHZ06S-07,โรงไฟฟ้า,บจก. อิแมก อินเตอร์,กฟส.เขาย้อย,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0016,S1 FRTU,KHZ06S-08,โรงไฟฟ้า,บจก. อิแมก อินเตอร์,กฟส.เขาย้อย,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0017,S1 FRTU,KHZ02S-05,โรงไฟฟ้า,บจก. รางเงิน โซลูชั่น 6,กฟส.เขาย้อย,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0018,S1 FRTU,KHY02S-15,โรงไฟฟ้า,บจก. รางเงิน โซลูชั่น 1,กฟส.เขาย้อย,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0019,S1 FRTU,KHY08S-26,โรงไฟฟ้า,บจก. เอสทีเอฟอี โซล่า,กฟส.เขาย้อย,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0020,S1 FRTU,PBB02S-15,โรงไฟฟ้า,บจก. พัฒนาพลังงานไฟฟ้า 2,กฟส.เพชรบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0021,S1 FRTU,PBB02S-16,โรงไฟฟ้า,บจก. พัฒนาพลังงานไฟฟ้า 2,กฟส.เพชรบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0022,S1 FRTU,CAB01S-22,โรงไฟฟ้า,บจก. รางเงิน โซลูชั่น 2,กฟส.ชะอำ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0023,S1 FRTU,CAB01S-12,โรงไฟฟ้า,บจก. บางกอก โซลาร์ พาวเวอร์,กฟส.ชะอำ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0024,S1 FRTU,CAA03S-17,โรงไฟฟ้า,บจก. อิเควเตอร์ โซลาร์ วัน,กฟส.ชะอำ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0025,S1 FRTU,CAA06S-14,โรงไฟฟ้า,บจก. อิเควเตอร์ โซลาร์ วัน,กฟส.ชะอำ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0026,S1 FRTU,KUA01S-08,โรงไฟฟ้า,บจก. พาวเวอร์ เทคโนโลยี อินเตอร์เนชั่นแนล,กฟส.กุยบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0027,S1 FRTU,KUA09S-14,โรงไฟฟ้า,บจก. ดับบลิวเอ็กซ์เอ 4,กฟส.กุยบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0028,S1 FRTU,KUA04S-19,โรงไฟฟ้า,บจก. ดับบลิวเอ็กซ์เอ 5,กฟส.กุยบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0029,S1 FRTU,KUA05S-20,โรงไฟฟ้า,บจก. ดับบลิวเอ็กซ์เอ 6,กฟส.กุยบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0030,S1 FRTU,KUA08S-08,โรงไฟฟ้า,บจก. ดับบลิวเอ็กซ์เอ 7,กฟส.กุยบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0031,S1 FRTU,BSP01S-03,โรงไฟฟ้า,บจก. รางเงิน โซลูชั่น 3,กฟส.บางสะพาน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0032,S1 FRTU,BSP02S-14,โรงไฟฟ้า,บจก. รางเงิน โซลูชั่น 4,กฟส.บางสะพาน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0033,S1 FRTU,BSP06S-20,โรงไฟฟ้า,บจก. รางเงิน โซลูชั่น 5,กฟส.บางสะพาน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0034,S1 FRTU,BSP07S-26,โรงไฟฟ้า,บจก. แอพคอน รีนิวเอเบิล เอ็นเนอร์ยี่,กฟส.บางสะพาน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0035,S1 FRTU,BSR02S-14,โรงไฟฟ้า,บจก. เอเอสทีปาล์มออยล์,กฟส.บางสะพาน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0036,S1 FRTU,PNA08S-16,โรงไฟฟ้า,บจก. อุตสาหกรรมน้ำตาลปราณบุรี,กฟส.ปราณบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0037,S1 FRTU,TSE02S-09,โรงไฟฟ้า,บมจ. ชุมพรอุตสาหกรรมน้ำมันปาล์ม,กฟส.ท่าแซะ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0038,S1 FRTU,TSE09S-20,โรงไฟฟ้า,บจก. กรีน เซฟวิ่ง เอ็นเนอร์ยี่ ไทยแลนด์,กฟส.ท่าแซะ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0039,S1 FRTU,TSE09S-16,โรงไฟฟ้า,บจก. สหกรณ์นิคมท่าแซะ,กฟส.ท่าแซะ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0040,S1 FRTU,LSA05S-20,โรงไฟฟ้า,บจก. ชุมพร เอส.พี.ปาล์มออยล์,กฟส.หลังสวน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0041,S1 FRTU,LSA01S-30,โรงไฟฟ้า,บจก. เอ แอล ปาล์ม,กฟส.หลังสวน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0042,S1 FRTU,LSA01S-31,โรงไฟฟ้า,บจก. เอ แอล ปาล์ม,กฟส.หลังสวน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0043,S1 FRTU,CPA04S-12,โรงไฟฟ้า,บจก. กลุ่มปาล์มธรรมชาติ,กฟส.ชุมพร,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0044,S1 FRTU,CPA09S-17,โรงไฟฟ้า,บจก. เก็บเกี่ยวพลังงานธรรมชาติ,กฟส.ชุมพร,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0045,S1 FRTU,PTH03S-10,โรงไฟฟ้า,บจก. ตั้งแซเยี้ยงกรีนเพาเวอร์ วัน,กฟส.ปากท่อ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0046,S1 FRTU,SSA07S-14,โรงไฟฟ้า,บจก. เอ.ที.ซี. เอ็นไวโร,กฟส.สมุทรสงคราม,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0047,S1 FRTU,PBA06S-34,โรงไฟฟ้า,บจก. ดับเบิลยูพีจีอี เพชรบุรี,กฟส.เพชรบุรี,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0048,S1 FRTU,RIU03S-15,โรงไฟฟ้า,บจก. โปรเกรส อินเตอร์เคม (ประเทศไทย),กฟส.โพธาราม,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0049,S1 FRTU,PTH08S-05,โรงไฟฟ้า,บจก. พีเอสที เอนเนอร์ยี 2,กฟส.ปากท่อ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0050,S1 FRTU,CBN05S-22,โรงไฟฟ้า,บจก. ไอคิว โซล่า,กฟส.จอมบึง,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0051,S1 FRTU,CBN08S-13,โรงไฟฟ้า,บจก. เสริมสร้าง โซลาร์,กฟส.จอมบึง,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0052,S1 FRTU,LSA02S-08,โรงไฟฟ้า,บจก. ไบโอกรีน เอนเนอร์ยี 7,กฟส.หลังสวน,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-0053,S1 FRTU,RNA03S-10,โรงไฟฟ้า,บจก. สวัสดี เอ็นเนอร์ยี่ โฮลดิ้ง,กฟส.พะโต๊ะ,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-3300,S1 FRTU,BPB02S-08,โรงไฟฟ้า,โรงงานน้ำตาลบ้านโป่ง,กฟส.บ้านโป่ง,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-3301,S1 FRTU,BPB07S-10,โรงไฟฟ้า,โรงงานน้ำตาลราชบุรี,กฟส.บ้านโป่ง,VSPP-FRTU-RCS,ใช้งาน
S1-VSP-3302,S1 FRTU,NOM02S-08,โรงไฟฟ้า,บ.ห้าอมตะ,กฟส.บ้านโป่ง,VSPP-FRTU-RCS,ใช้งาน
SSA_S,SAMUT SONGKHRAM,SAMUT SONGKHRAM,สถานีไฟฟ้า,สถานีไฟฟ้าสมุทรสงคราม,กฟส.สมุทรสงคราม,CSCS/SCPS,ใช้งาน
